,adview,views,likes,dislikes,comment,published,duration,category
6612,1,20663,189,6,43,545,1270,3
6613,1,58587,88,9,0,125,246,2
6614,2,254249,1110,63,51,2224,488,7
6615,1,1038,1,0,1,2228,31,3
6616,1,2130618,8811,1866,1858,1442,429,5
6617,1,27312,117,7,7,1909,31,3
6618,3,194898,1048,45,58,924,676,3
6619,5,122143,370,20,172,1508,2890,3
6620,125,553415,194,86,12,2087,84,3
6621,3,1639618,384,325,25,435,225,3
6622,1,88977,63,16,1,1003,55,3
6623,4,338611,1428,141,55,747,1899,7
6624,6,7349,47,5,3,2059,192,4
6625,1,49,3,0,0,121,297,6
6626,1,95313,570,51,610,1156,647,3
6627,1,32298,457,19,100,1254,322,5
6628,1,41922,138,12,13,2293,224,6
6629,2,3178,19,4,0,1809,201,6
6630,3,591640,479,42,29,1769,257,3
6631,2282,29099,302,42,106,394,732,5
6632,1,5236,5,12,0,1510,1357,7
6633,1,8814,87,11,23,191,257,4
6634,2,44186,1055,264,589,2087,658,3
6635,1,45025,568,26,137,1172,649,5
6636,1,47024,72,8,8,369,653,3
6637,2,855,1,0,0,812,21,3
6638,1,25745,135,17,5,1567,1780,6
6639,6,2057280,2400,317,180,2279,412,6
6640,3,84330,37,0,0,1728,31,3
6641,1,11497,35,3,21,196,80,3
6642,1,27006,31,7,4,620,8191,4
6643,1,12582,27,13,1,282,114,3
6644,1,1518,4,1,2,84,21,3
6645,4,201896,170,23,10,1132,514,3
6646,1,453951,1283,65,41,1821,233,3
6647,1,164309,515,29,8,1972,1170,3
6648,1,12381,197,3,36,1314,421,6
6649,1,258059,1259,49,276,1904,198,3
6650,5,230190,917,111,144,607,2454,3
6651,1,296924,1809,73,190,1411,612,3
6652,2,52201,168,21,13,1515,192,6
6653,8,2560519,5529,1359,449,1346,139,3
6654,1,88227,849,19,31,650,1371,2
6655,1,1789366,2776,344,312,2252,4924,4
6656,10,322039,329,93,75,1184,2587,3
6657,1,165441,1501,61,1215,672,182,3
6658,5,3773860,22081,1106,481,567,179,3
6659,2,7529756,40788,2639,1238,738,233,3
6660,1,27599,48,3,4,2027,419,3
6661,18,37383,43,2,0,170,99,3
6662,1,19264,10,4,0,1206,116,3
6663,6,621358,4519,263,375,2180,4157,7
6664,3,18118,216,26,4,745,1791,3
6665,13,1326176,9255,332,305,1863,110,4
6666,1,126,1,0,0,1286,20,3
6667,1,1269126,2182,786,124,264,15824,3
6668,135,1081545,22023,375,864,1666,224,1
6669,1,7717,201,35,69,2358,1655,2
6670,304244,558300,831,186,68,2275,153,4
6671,1,14740,22,4,4,1159,141,0
6672,4,60523,502,12,270,239,599,6
6673,1,3833,9,0,0,700,267,5
6674,1,173548,284,56,19,2010,106,3
6675,1,340490,280,73,14,1230,161,7
6676,246,1052510,11662,291,2990,834,360,1
6677,2,19221,446,13,26,608,291,3
6678,2,562226,902,43,149,1379,196,6
6679,1,71921,153,129,38,834,128,3
6680,1,246742,55,41,20,1586,55,3
6681,2,338307,5698,116,6325,1084,478,3
6682,9,73235,317,8,105,204,250,2
6683,1,69944,214,10,31,1623,321,4
6684,1,57244,55,20,3,2299,9237,3
6685,1,355943,3506,132,410,40,3372,6
6686,1,118500,1016,16,96,2314,252,5
6687,1,313231,586,21,31,529,332,3
6688,4,2701254,9887,1527,2938,1398,219,5
6689,3,1023887,6850,637,639,1890,373,3
6690,3008,4757,11,1,3,964,4634,6
6691,1,255894,517,50,172,700,247,3
6692,1,5198,7,7,2,2080,92,6
6693,5,121849,109,33,14,948,4964,6
6694,1,105837,534,48,90,1290,120,6
6695,2,673045,532,31,110,2333,293,6
6696,18,310318,98,50,9,2205,120,3
6697,1,50070,171,15,4,2176,210,6
6698,1,1109865,2781,151,77,1057,125,3
6699,1,6688,53,0,2,320,299,3
6700,2,153351,772,51,15,1069,495,5
6701,1,245,0,0,0,2145,21,3
6702,2,174442,676,31,104,504,635,0
6703,1,421960,725,29,9,2229,70,3
6704,2,1172964,15295,512,1416,1445,299,3
6705,4,79287,413,22,136,101,185,4
6706,2,143687,258,129,76,855,84,3
6707,648908,3786164,15656,785,2159,1010,353,3
6708,6,3285406,9047,1302,455,301,1367,3
6709,1,3037,48,0,2,159,183,6
6710,4,65514,297,15,63,934,2905,3
6711,1,232982,1188,135,395,365,709,3
6712,33,1489356,1797,1016,746,1848,1951,3
6713,21,78736,203,8,27,254,238,3
6714,1,280089,958,192,173,499,2306,3
6715,1,112359,220,183,72,2114,101,3
6716,2,164920,249,22,17,1645,1219,3
6717,1,10800,4,3,0,1003,73,3
6718,1,5980,20,4,10,1193,179,6
6719,51,1778763,5184,299,158,887,537,3
6720,3,1635181,5682,160,737,1502,232,6
6721,3129,68370,100,22,30,1441,7330,6
6722,2,34845,35,11,4,1959,154,6
6723,1,947354,1133,39,94,1684,4319,6
6724,2,726785,1730,156,96,684,668,3
6725,1,1538864,3530,402,1553,324,2371,3
6726,2,18828,167,6,34,509,833,5
6727,1,183534,432,50,161,1764,276,2
6728,4,759692,1857,270,160,1758,911,3
6729,2,31204,448,4,7,1154,737,3
6730,1,502773,1381,63,53,2295,193,6
6731,3,648029,654,168,31,322,8527,3
6732,7,292468,790,200,303,770,444,3
6733,13,2451494,1785,677,577,2371,660,3
6734,2,2849278,2783,65,173,1308,161,6
6735,1,5683,26,1,1,2087,203,3
6736,1,581618,115,68,8,2168,401,3
6737,4,1161872,693,280,301,1530,191,3
6738,5,144,2,1,0,805,119,3
6739,1,21288,539,30,307,1486,408,3
6740,2,1882,6,0,0,437,21,4
6741,1,336026,669,63,214,1875,2313,3
6742,3276,6489,42,0,0,2313,737,6
6743,5,308169,2470,78,94,1479,56,3
6744,2,1412342,763,310,91,441,863,3
6745,2,372697,895,173,66,732,219,6
6746,1,237,0,0,0,935,45,3
6747,2,1435226,5676,182,797,99,240,6
6748,2,524696,1796,43,268,1114,125,1
6749,26344,29828,77,4,3,1156,64,3
6750,1,17635,104,4,12,2179,176,6
6751,1,9987,50,16,4,1292,750,4
6752,1,190357,1935,60,473,352,36036,6
6753,6,2291776,5991,1331,244,890,386,7
6754,1,6312,24,4,2,1727,1085,3
6755,1,1256731,8929,1342,2640,896,315,7
6756,1,66656,151,7,105,1099,203,3
6757,1,79706,536,22,77,696,1848,3
6758,1,273439,531,68,11,1609,609,3
6759,2,1270024,4524,608,2978,1340,301,5
6760,4,2571221,4422,429,369,1548,5958,4
6761,4,149419,272,17,19,395,434,3
6762,1,15212,324,28,71,696,240,3
6763,4,8441,17,3,3,542,21,3
6764,1,97727,552,40,25,1485,192,4
6765,1,207847,233,73,54,1500,2341,3
6766,3,253400,1719,13,50,2306,190,6
6767,1,93333,56,22,9,476,196,3
6768,1,64083,144,7,22,1231,663,4
6769,8165,55890,118,18,10,497,321,6
6770,11,315858,3088,212,475,122,484,3
6771,1,2851,5,1,0,232,117,3
6772,1,24694,62,3,0,1863,588,7
6773,1,1307160,2736,1061,0,1724,49,3
6774,2,31696,89,5,21,2199,1828,3
6775,1,176585,46,21,1,434,166,3
6776,1,2959,26,1,2,1418,266,6
6777,2,226133,1488,52,471,1875,1410,3
6778,1,51299,296,35,42,2355,4400,2
6779,4,417049,724,124,173,1882,3868,7
6780,5390,12881,47,2,0,1200,41,6
6781,1,964491,245,183,10,642,90,3
6782,4,30533,53,0,12,2160,640,4
6783,57,546301,183,103,27,2215,64,3
6784,1,9789,11,3,3,526,98,0
6785,2,70911,1465,108,323,173,580,3
6786,4,290118,679,30,71,2171,490,3
6787,1,1594202,1235,193,478,2137,101,4
6788,3,108406,485,44,19,495,175,1
6789,1,416449,2250,52,379,691,212,3
6790,2,561464,2212,128,126,454,2766,6
6791,29,582222,1260,96,124,1568,1370,6
6792,6,3001904,30903,1466,3439,249,570,3
6793,6,231605,696,153,66,1553,473,6
6794,1,987894,220,160,9,1479,125,3
6795,7,1810711,14318,673,974,1162,262,6
6796,17,318111,663,72,73,1416,382,6
6797,1,892647,2961,233,333,1838,5783,4
6798,1,71669,757,31,365,436,204,3
6799,2,81205,247,32,16,2026,2138,3
6800,1,89149,240,10,26,1928,154,6
6801,18,2328202,18592,1012,3767,1051,332,1
6802,6,2140048,4776,585,537,1343,3540,2
6803,1,218,0,0,0,521,151,6
6804,4,27293,64,7,4,1942,299,6
6805,1,111137,116,3,4,600,87,4
6806,3,156235,117,17,1,198,287,3
6807,1,119429,77,37,3,877,62,7
6808,13,257180,215,73,60,54,2630,3
6809,2,545777,1621,359,245,1509,2743,3
6810,1,527149,1132,101,190,833,213,3
6811,1,8627,0,0,0,1084,147,3
6812,134,1453990,840,157,144,704,88,3
6813,69,2113,1,2,1,1734,16,4
6814,1,1613,11,0,0,2008,1018,3
6815,27066,792587,2097,145,218,276,214,4
6816,1,18383,47,7,7,1632,252,6
6817,49,1270255,1510,390,0,1869,159,3
6818,1,82841,80,21,15,1623,8629,3
6819,6509,8600,12,0,1,1284,209,3
6820,12,138078,885,50,130,459,269,3
6821,1,236671,718,90,14,887,391,5
6822,1,94889,55,11,2,1198,81,3
6823,2,412559,13268,219,6097,1707,731,4
6824,2,1253187,1644,451,140,497,7388,3
6825,27,6602406,17492,1699,2100,840,8870,3
6826,2,3785296,14864,790,233,434,37,3
6827,90,2778181,1674,935,211,1586,699,3
6828,5239,48096,519,10,105,2050,891,5
6829,205,16794,125,4,14,1430,260,6
6830,1,11303,174,6,67,365,379,3
6831,1,2980,105,1,6,1594,278,6
6832,7405,10025,0,0,0,2073,16,3
6833,1,883107,19001,1901,1483,2344,652,3
6834,1,36404,154,0,16,2352,161,6
6835,3,20079,102,17,3,440,1353,5
6836,1,835665,2525,100,204,196,1165,1
6837,1,185886,411,32,11,1391,479,3
6838,2,631444,2157,93,33,783,311,3
6839,1,55443,85,19,6,525,3003,3
6840,4,75310,67,19,11,346,296,3
6841,1,119493,307,13,36,511,178,0
6842,1,35259,75,38,0,1794,91,3
6843,2,38588,187,6,14,445,213,6
6844,4,11088,5,1,1,450,109,3
6845,1,598544,1360,68,101,2226,121,3
6846,1,337454,1451,72,215,1340,171,3
6847,10,23324,102,9,14,1314,368,3
6848,1,32513,121,5,6,183,70,3
6849,1,17019,27,6,1,2365,1808,3
6850,3,203692,1121,131,347,2318,1264,3
6851,2,282,1,0,0,1236,31,3
6852,2,551025,3053,134,484,570,268,6
6853,1,15904,36,17,5,133,928,2
6854,1,27187,13,3,7,260,101,0
6855,1,430146,914,139,715,1549,443,3
6856,3,237,0,0,0,257,621,3
6857,45,25079,53,4,3,1341,31,3
6858,1,236189,3010,96,409,1769,331,6
6859,1,437747,537,83,45,1915,198,3
6860,2,1274901,2540,359,250,727,123,3
6861,1918,2396,0,2,4,1018,121,3
6862,25,1292337,10681,292,1228,2366,193,1
6863,3,1777799,3128,423,91,2359,581,3
6864,2,279482,0,0,0,1177,8093,3
6865,33,4569103,15761,1875,968,1078,222,3
6866,1,2662102,14358,1600,940,1674,345,4
6867,84,12983991,21962,4687,1203,983,5880,3
6868,1,2928,5,2,0,1796,765,3
6869,1169,14455,16,0,1,1851,257,6
6870,2,2296087,19026,809,7262,1755,492,1
6871,19754,276547,611,145,109,402,13941,6
6872,1,25320,31,0,0,819,165,6
6873,1,45535,40,23,0,1716,4325,3
6874,4,5149,13,2,2,417,629,3
6875,3,279838,606,58,83,1783,7232,4
6876,1,290095,633,76,28,1465,357,3
6877,2,562332,438,133,159,1510,656,4
6878,1,1753838,4225,207,412,465,270,6
6879,1,459119,422,100,33,228,82,3
6880,1,63485,370,21,41,684,410,6
6881,4,14038,1150,0,56,1115,394,3
6882,13,1777177,3922,325,162,369,784,3
6883,3,107023,265,17,46,638,139,2
6884,16,160545,671,16,38,1836,287,6
6885,14,567656,849,228,164,1044,2552,3
6886,1,181921,218,51,9,2342,7303,3
6887,27,21504,56,24,5,772,46,3
6888,3,422873,1475,101,359,2090,403,7
6889,2,14579,113,15,7,189,159,7
6890,5,10840,223,11,58,1712,1229,3
6891,1,391473,314,90,77,1956,5721,4
6892,4,1935985,11863,1322,5168,1627,815,7
6893,6,20605,8,0,0,126,106,3
6894,1,55630,478,7,11,1473,270,6
6895,1,1017710,15724,562,1474,741,250,5
6896,1,1483651,2490,283,40,1253,121,3
6897,2,770096,1026,117,22,1390,136,3
6898,1,2743,3,0,1,231,247,6
6899,2,20534,86,0,12,619,182,2
6900,3,142660,122,47,12,352,1282,4
6901,4,2672,5,3,0,1383,254,3
6902,1,1151556,3091,80,268,2323,278,6
6903,16,564833,1592,293,176,2324,3993,6
6904,5,506934,4441,170,760,2165,660,3
6905,21,340853,2392,67,156,441,1187,4
6906,1,74302,129,15,7,286,215,6
6907,1,488428,1297,54,189,899,236,4
6908,6,5703347,29849,1297,1720,807,419,6
6909,1,12188,47,2,1,2235,102,3
6910,3,66370,151,25,14,2186,3202,7
6911,6,214944,511,22,27,1513,386,3
6912,9,3186772,5654,645,434,1064,130,6
6913,4,161931,118,68,30,2382,2625,3
6914,1,72080,251,22,15,1281,346,6
6915,1,2316,10,0,2,2155,256,2
6916,15,681330,668,268,56,352,1390,4
6917,1,229493,138,59,25,1747,335,3
6918,2,477782,10775,202,315,1473,245,3
6919,17,1452,17,0,1,2331,46,3
6920,44,1533644,2670,225,396,748,251,6
6921,2,883,23,1,3,2182,121,3
6922,4,458013,694,224,63,191,271,7
6923,2,420292,478,117,111,1825,108,4
6924,3,538557,2598,397,556,1641,61,3
6925,1,264644,748,81,31,887,285,5
6926,1,34820,75,22,0,724,539,5
6927,1,1616,0,0,2,1862,1635,7
6928,10,639327,0,0,15,2193,763,3
6929,1,2994922,8007,864,368,164,615,3
6930,5,206696,1071,32,155,2314,50,3
6931,1,90599,217,22,9,62,71,3
6932,1,14326,96,4,7,2021,818,1
6933,1,78298,270,36,47,208,485,3
6934,2,8585,129,5,19,1561,255,6
6935,30,37398,241,3,67,1037,259,1
6936,305,2617,11,12,11,19,200,3
6937,9933,17443,179,12,6,76,251,6
6938,2,314198,830,42,97,600,474,0
6939,1,134151,126,17,34,1791,3661,4
6940,1,147060,644,17,72,1307,197,3
6941,1,86528,87,10,8,733,21,4
6942,2,1704841,3284,255,512,2376,4949,4
6943,28,2921889,1979,408,106,1665,758,3
6944,1,25046,36,1,2,1957,679,3
6945,1,73138,28,13,0,2175,236,6
6946,1,96873,407,48,462,2361,293,1
6947,7,5526193,83061,2205,10245,1985,283,3
6948,35,5835602,18129,759,1392,1561,194,3
6949,1,43165,18,8,1,2165,99,6
6950,66,169527,431,71,153,897,1354,3
6951,1,10861,54,1,4,1902,11,4
6952,18,550780,5558,370,7504,2331,671,1
6953,1,85311,25,12,1,1772,408,4
6954,14,1118831,1447,582,248,2023,2341,3
6955,2,597454,1090,153,92,448,601,3
6956,19708,28272,376,16,45,2010,733,0
6957,2,10008,68,4,52,16,728,6
6958,6,738896,3105,197,0,1863,285,7
6959,9972,74363,228,2,41,1187,54,3
6960,1,158458,1388,183,1044,442,423,5
6961,1,53664,1193,10,195,135,352,4
6962,2,31576,38,1,2,470,439,3
6963,4,6237,9,1,3,650,11,3
6964,59,2165014,4132,1004,1030,1706,5922,4
6965,1,992,0,0,0,1748,800,3
6966,1,151332,5666,115,294,448,574,5
6967,1,9567,32,1,4,474,212,3
6968,2,524614,1028,65,35,1247,1051,3
6969,1,12596,157,2,0,407,310,1
6970,1,2586,7,0,0,1193,36,4
6971,1,27307,105,11,7,58,136,4
6972,1,250,3,0,0,851,79,6
6973,8,34767,555,33,61,2216,344,5
6974,64985,877067,32820,566,1474,1440,790,1
6975,1,42150,235,20,24,407,335,6
6976,9,1131735,1879,241,76,1145,521,3
6977,5,654995,196,85,33,1141,87,3
6978,1,291623,912,44,36,49,141,3
6979,1,10981,80,11,20,1558,874,5
6980,38,544977,1410,99,112,1456,970,3
6981,3,93388,1,1,0,1601,31,3
6982,4,53825,402,14,325,2136,230,3
6983,266469,411333,644,11,85,45,1535,3
6984,2,1218110,15692,893,4106,263,219,5
6985,3,714515,785,39,70,1922,239,6
6986,7,975,3,0,1,1396,208,6
6987,2,86948,1118,100,400,129,604,3
6988,3,318061,230,119,0,1003,897,3
6989,1,11683,43,6,11,2155,792,3
6990,1,887586,12078,399,1642,256,237,1
6991,1,41069,41,10,2,1862,610,3
6992,1,7547,37,3,11,2129,154,6
6993,2,867818,0,0,131,214,3322,6
6994,5,992816,8703,611,816,1863,135,3
6995,5,302024,8275,59,804,293,246,1
6996,10,129584,662,70,19,39,3516,5
6997,1,55516,180,19,47,2330,266,5
6998,1,34857,0,0,0,300,149,5
6999,1,140396,177,26,12,2330,319,6
7000,1,166755,709,73,276,2240,1545,3
7001,2,247360,1062,69,62,2297,455,3
7002,2,662831,6812,137,307,2137,880,1
7003,2,1086604,1223,147,38,2004,73,3
7004,1,440567,719,51,15,1836,281,3
7005,11,225935,615,24,85,391,863,3
7006,15,548704,677,222,119,213,2511,3
7007,1,308341,4140,127,744,129,202,1
7008,3,28794,98,5,17,810,1314,3
7009,2,130952,809,21,320,1635,862,4
7010,1,46078,233,9,12,2032,3185,6
7011,1,135847,1157,26,114,1567,271,6
7012,3,446077,2821,197,2748,1162,637,3
7013,3,213937,1270,117,54,1679,3215,3
7014,8,185247,844,65,109,1863,153,3
7015,921,1733,12,4,0,1706,104,3
7016,11,344880,3823,47,297,64,68,5
7017,5,1076129,3083,539,322,1803,3844,6
7018,4,555196,2820,171,301,1255,172,3
7019,3,30942,7,1,0,1027,49,3
7020,35,1355382,1803,138,90,966,303,3
7021,1,390712,1630,64,165,2116,1332,1
7022,6175,42240,582,24,73,1114,440,0
7023,2,474717,293,197,2,1148,4791,4
7024,1,8988,22,2,2,1365,150,6
7025,3,1376727,1542,482,338,2108,25723,6
7026,1,37374,81,8,4,2065,417,7
7027,2,393180,554,58,18,382,174,3
7028,2,86659,55,25,3,2059,2442,2
7029,48626,60260,73,7,8,841,36,3
7030,1,268260,1300,47,968,330,555,3
7031,5,184186,216,8,24,2093,61,3
7032,2,17200,99,9,2,838,201,1
7033,2,271429,1670,52,206,52,218,1
7034,7,113822,471,65,46,1246,3086,6
7035,7,8968225,7502,406,1341,1256,323,6
7036,1,594843,978,191,49,723,376,5
7037,78,1927526,11875,545,2332,1075,293,6
7038,1,35178,994,95,1409,2176,97,3
7039,5,409201,10253,1263,649,208,211,4
7040,1,104970,611,47,79,1753,414,4
7041,1,231191,333,27,44,799,233,0
7042,1,128685,482,13,17,1395,381,3
7043,3,347,11,0,1,729,274,3
7044,11,339164,896,30,71,318,242,6
7045,2,293988,879,61,13,874,464,3
7046,1,2180,16,0,3,2206,1518,6
7047,1,135848,290,39,62,373,727,2
7048,4,250040,179,93,36,2192,2526,3
7049,1,1107,8,1,1,1179,622,3
7050,5,273293,1216,62,144,1072,324,4
7051,1,235572,398,53,6,662,899,4
7052,2,511987,2802,111,344,196,150,6
7053,1,47620,53,16,16,454,602,3
7054,2,577227,4106,308,487,1146,809,5
7055,1,32661,1407,43,160,1302,896,1
7056,6,309312,349,31,4,1668,498,3
7057,3,69475,261,14,18,1277,166,3
7058,4,18626,15,6,0,231,232,6
7059,1,22612,105,7,25,1313,10038,3
7060,1,89614,85,15,6,851,7798,3
7061,1,9470,48,0,3,2259,127,1
7062,15,408927,150,52,12,2141,150,3
7063,3,7712,16,3,3,1501,114,3
7064,1,354149,3106,114,376,1445,184,3
7065,1,39842,254,9,11,2170,337,6
7066,1,39842,19,8,23,1875,139,7
7067,13,1177408,3469,99,605,450,216,4
7068,1,1512015,1142,641,64,1173,82,3
7069,1,31003,120,6,10,1632,271,6
7070,4,1063342,320,259,64,1272,128,3
7071,1,180371,351,51,15,1361,513,3
7072,2,609102,335,122,19,787,83,3
7073,18,8314912,10690,1463,540,779,260,3
7074,7,1806344,3571,328,239,178,5382,4
7075,8,853623,1849,91,258,2319,530,1
7076,23137,189568,223,110,43,962,189,3
7077,1,577795,10273,244,4690,747,211,4
7078,5,423330,775,109,58,883,3256,3
7079,1,2231,290,15,59,1718,223,6
7080,4,215601,305,64,44,2361,277,6
7081,2,171318,67,29,6,738,7439,3
7082,1,12503,23,5,9,1208,5080,4
7083,38,498366,1215,93,31,1710,462,3
7084,5,44752,442,11,21,886,177,3
7085,1,2149,16,2,8,1299,201,1
7086,2,244661,563,35,313,1723,591,3
7087,10,546671,649,174,46,2160,9391,3
7088,2,189602,569,76,55,1311,263,6
7089,1,264947,375,80,30,280,271,3
7090,1,23185,21,3,4,2326,341,3
7091,110,7604905,33885,2099,2854,1543,221,3
7092,1,681523,434,249,44,1313,7472,4
7093,2,33740,506,8,32,1804,187,6
7094,1026,6101,260,3,110,2240,182,6
7095,11,243767,906,88,86,2015,162,3
7096,2,151285,677,22,25,1912,82,6
7097,4,688048,5913,373,2128,1805,493,1
7098,1,101163,430,70,20,2053,205,3
7099,3,14655,151,9,28,1930,1136,0
7100,3,243648,949,33,60,454,183,3
7101,672,4398,0,0,0,2073,21,3
7102,6,3006526,1218,628,47,1862,197,3
7103,13,210484,1718,114,282,86,295,3
7104,2,19608,113,1,45,1036,1386,3
7105,4,73986,68,7,6,1994,66,3
7106,1,61856,30,7,4,135,75,3
7107,80,1998690,3634,418,227,2012,375,3
7108,1,75836,413,7,44,1491,117,3
7109,1,1895,9,0,3,790,177,1
7110,1,3458,9,1,0,179,602,3
7111,1,73631,1630,51,325,462,342,3
7112,6,1455729,10881,812,2801,2266,25,7
7113,1,65736,55,20,11,561,299,3
7114,2,195170,6097,135,1014,302,435,1
7115,3,175457,704,36,184,157,187,2
7116,1,600168,2141,365,1809,1274,390,5
7117,2,9205,9,2,0,1257,113,0
7118,1,137593,1693,82,510,1634,181,1
7119,5,1320,3,1,1,58,347,3
7120,2,2395325,22173,945,1438,1593,535,1
7121,1,4019,6,0,0,1133,77,3
7122,1,25075,219,1,15,178,727,3
7123,12,934616,1156,185,110,911,756,2
7124,3,538893,713,162,103,1155,13630,6
7125,39,2893590,5201,854,457,481,8642,3
7126,6,187889,215,86,11,437,872,4
7127,2,1834653,11907,310,927,1149,383,3
7128,1,948227,3834,1237,3056,588,349,1
7129,13,3620846,5085,1038,436,135,312,3
7130,16,3358895,2300,1483,109,1340,7643,3
7131,1,47151,145,5,8,1175,267,4
7132,1,4934,305,4,43,534,1004,5
7133,3,112,1,0,0,1762,30,3
7134,1,1417219,16140,548,1296,1302,2719,7
7135,2,2264,1,0,0,2362,95,0
7136,12,22706474,92225,6713,2263,1554,344,6
7137,3,55314,172,7,19,1003,276,6
7138,78,1065642,1501,62,44,663,75,4
7139,1,138069,844,126,688,135,2981,2
7140,2,1707,2,0,0,1260,26,4
7141,1,679179,2475,102,131,649,242,6
7142,10997,13618,42,9,1,716,221,3
7143,2,474948,1341,195,64,504,3113,6
7144,6,240633,2953,531,374,2375,111,4
7145,92,782372,626,342,0,2170,1213,3
7146,107,5004318,12830,1073,1961,1084,470,4
7147,2,5432,8,2,0,1234,32,4
7148,13,382374,532,114,33,1399,1228,4
7149,341,4293657,5449,1110,233,1632,538,3
7150,3,54573,83,13,9,772,627,3
7151,4,168168,1308,137,759,518,1113,7
7152,2,559174,3138,477,358,1777,1240,7
7153,1,169941,317,14,31,903,183,6
7154,1,654226,448,167,76,899,202,3
7155,1,90033,92,18,12,189,756,6
7156,491,5606,291,2,62,1543,183,3
7157,8135,10262,38,0,9,1930,201,6
7158,1,146785,728,162,391,791,155,5
7159,2,218566,547,102,24,52,245,4
7160,1,137,1,0,0,1647,31,3
7161,20791,22094,57,7,0,1235,41,6
7162,8,1896,26,2,0,1431,222,3
7163,1,13609,208,1,27,1392,212,3
7164,4,638921,1371,145,176,696,210,6
7165,1,161119,224,23,3,42,392,3
7166,4,7807,38,0,0,1995,624,3
7167,1,374601,1488,267,1016,1200,1046,3
7168,9,993764,1696,218,153,1339,6989,4
7169,1,4109,9,3,4,392,70,3
7170,1,6922,114,1,63,1175,839,3
7171,2,262425,2146,34,104,1285,149,3
7172,8,3237221,9352,1474,1420,104,1296,3
7173,1,456501,6749,122,283,179,294,4
7174,2,208011,413,35,80,184,286,3
7175,1,365948,244,33,8,323,81,3
7176,11,43615,62,9,10,2075,692,4
7177,9,2165763,2039,1118,243,140,172,3
7178,2,1838826,871,735,66,2014,2298,3
7179,5,2840752,16348,873,3054,912,948,1
7180,1,450958,4320,6183,2220,1313,275,6
7181,6,15782,28,7,0,232,271,3
7182,2,2655730,20428,1313,724,521,165,3
7183,10,950341,569,176,57,1649,8962,4
7184,1,59043,249,52,2,990,3431,6
7185,3,318967,1104,46,57,1376,92,3
7186,1,571943,698,131,181,1904,417,6
7187,3,8804,35,2,4,1273,124,3
7188,3666,38398,447,32,158,1667,718,5
7189,52534,66735,464,5,28,2067,254,6
7190,5,527136,3320,195,202,2003,602,4
7191,1,178,1,0,1,693,159,3
7192,2,29689,26,1,5,303,652,3
7193,1,563811,1239,266,236,1210,2440,3
7194,9,4422170,4891,1179,451,595,8330,3
7195,2,2192122,6935,1841,3495,196,686,3
7196,1,2225,6,1,0,628,83,2
7197,1,615590,20322,1359,2152,276,300,5
7198,1,295836,226,63,71,930,662,3
7199,1,49321,617,80,197,2007,561,3
7200,3,270573,381,33,40,2177,242,3
7201,2,59461,172,9,64,901,617,6
7202,3,212181,4672,111,7798,2240,389,3
7203,14,383018,3040,98,277,276,323,5
7204,2,248195,546,66,88,75,2462,3
7205,1,705,0,0,0,2025,183,3
7206,2,222648,479,54,13,995,2080,3
7207,25528,600154,13366,314,290,121,273,0
7208,6,210,0,1,0,1441,611,3
7209,2,1742781,5301,4034,4793,1822,230,7
7210,1,953861,2321,576,284,534,506,6
7211,7,24655,0,0,0,2218,31,3
7212,15,1436443,5963,414,580,89,224,3
7213,2,708023,1826,56,1096,851,596,4
7214,30,427979,428,153,33,1753,220,3
7215,3,929493,1508,155,54,606,148,3
7216,2,293095,523,69,41,1797,1107,3
7217,5,40913,184,5,23,849,381,3
7218,3,1406797,1876,246,560,1199,323,6
7219,1,30064,17,22,0,528,82,3
7220,1,36983,202,4,44,2336,1256,1
7221,27,665810,534,167,45,2134,523,3
7222,1,3989,18,3,0,1126,36,2
7223,1,658432,1476,122,136,528,489,3
7224,4,471238,8500,100,752,1961,340,1
7225,1,2418,102,0,12,249,996,3
7226,77,616863,209,172,11,2192,1068,4
7227,104,271229,486,81,255,1072,749,4
7228,1,585176,1780,77,399,301,203,7
7229,1,1257334,1228,310,0,323,7759,4
7230,35,2165628,9038,1336,875,442,347,4
7231,1,27611,274,9,79,1693,632,5
7232,4,567687,1780,58,75,502,162,3
7233,1,240734,547,88,82,2201,412,3
7234,2,829619,2565,160,375,1479,211,3
7235,2,1396,2,0,0,948,253,6
7236,2,131,0,0,0,2195,25,3
7237,8171,10076,11,1,0,2370,76,2
7238,5,3645413,21005,1526,722,2094,587,3
7239,1,7517,72,1,16,1522,789,3
7240,1,353392,695,78,269,2343,746,0
7241,1,298062,226,8,8,554,60,3
7242,1,372,1,0,0,441,7631,3
7243,4,683741,5551,261,1179,2343,431,3
7244,1,689,0,0,0,761,11,4
7245,1,1504873,1774,499,214,1440,5041,3
7246,4050,15476,215,14,9,1364,31,4
7247,5,485889,138,74,5,1644,266,3
7248,2,1158089,5218,420,744,643,3037,3
7249,2,265858,460,43,12,191,236,3
7250,3,2007694,4817,547,490,677,275,1
7251,21,922961,1550,147,199,2170,378,4
7252,1,116705,3994,75,364,696,1851,0
